timestamp,x_m,y_m,z_m,roll_rad,pitch_rad,yaw_rad,j1_rad,j2_rad,j3_rad,j4_rad,j5_rad,j6_rad,temp_m1_C,temp_m2_C,temp_m3_C,temp_m4_C,temp_m5_C,temp_m6_C,temp_m7_C,temp_m8_C,rpi_temp_C,cpu_percent,mem_total_B,mem_used_B,mem_free_B,load1,load5,load15,disk_total_B,disk_used_B
2026-05-13T13:37:18.663471+02:00,0.09804594972683442,0.26783274295585285,0.23690039166064528,1.6992872948805666,1.4219004556220092,2.3794351603058557,1.1818085029561467,-0.14141311220261465,-0.2719632175345901,0.15502471316624256,-1.107626782443226,0.4357431973493151,51.0,52.0,53.0,42.0,44.0,26.0,30.0,27.0,54.0,,,,,,,,,
2026-05-13T13:37:18.692529+02:00,0.09804594972683442,0.26783274295585285,0.23690039166064528,1.6992872948805666,1.4219004556220092,2.3794351603058557,1.1818085029561467,-0.14141311220261465,-0.2719632175345901,0.15502471316624256,-1.107626782443226,0.4357431973493151,51.0,52.0,53.0,42.0,44.0,26.0,30.0,27.0,54.0,,,,,,,,,
2026-05-13T13:37:18.723065+02:00,0.09804594972683442,0.26783274295585285,0.23690039166064528,1.6992872948805666,1.4219004556220092,2.3794351603058557,1.1818085029561467,-0.14141311220261465,-0.2719632175345901,0.15502471316624256,-1.107626782443226,0.4357431973493151,51.0,52.0,53.0,42.0,44.0,26.0,30.0,27.0,54.0,,,,,,,,,
2026-05-13T13:37:18.754232+02:00,0.09804594972683442,0.26783274295585285,0.23690039166064528,1.6992872948805666,1.4219004556220092,2.3794351603058557,1.1818085029561467,-0.14141311220261465,-0.2719632175345901,0.15502471316624256,-1.107626782443226,0.4357431973493151,51.0,52.0,53.0,42.0,44.0,26.0,30.0,27.0,54.0,,,,,,,,,
2026-05-13T13:37:18.787071+02:00,0.09804594972683442,0.26783274295585285,0.23690039166064528,1.6992872948805666,1.4219004556220092,2.3794351603058557,1.1818085029561467,-0.14141311220261465,-0.2719632175345901,0.15502471316624256,-1.107626782443226,0.4357431973493151,51.0,52.0,53.0,42.0,44.0,26.0,30.0,27.0,54.0,,,,,,,,,
2026-05-13T13:37:18.821997+02:00,0.09804594972683442,0.26783274295585285,0.23690039166064528,1.6992872948805666,1.4219004556220092,2.3794351603058557,1.1818085029561467,-0.14141311220261465,-0.2719632175345901,0.15502471316624256,-1.107626782443226,0.4357431973493151,51.0,52.0,53.0,42.0,44.0,26.0,30.0,27.0,54.0,,,,,,,,,
2026-05-13T13:37:18.857006+02:00,0.09804594972683442,0.26783274295585285,0.23690039166064528,1.6992872948805666,1.4219004556220092,2.3794351603058557,1.1818085029561467,-0.14141311220261465,-0.2719632175345901,0.15502471316624256,-1.107626782443226,0.4357431973493151,51.0,52.0,53.0,42.0,44.0,26.0,30.0,27.0,54.0,,,,,,,,,
2026-05-13T13:37:18.887130+02:00,0.09804594972683442,0.26783274295585285,0.23690039166064528,1.6992872948805666,1.4219004556220092,2.3794351603058557,1.1818085029561467,-0.14141311220261465,-0.2719632175345901,0.15502471316624256,-1.107626782443226,0.4357431973493151,51.0,52.0,53.0,42.0,44.0,26.0,30.0,27.0,54.0,,,,,,,,,
2026-05-13T13:37:18.917991+02:00,0.09804594972683442,0.26783274295585285,0.23690039166064528,1.6992872948805666,1.4219004556220092,2.3794351603058557,1.1818085029561467,-0.14141311220261465,-0.2719632175345901,0.15502471316624256,-1.107626782443226,0.4357431973493151,51.0,52.0,53.0,42.0,44.0,26.0,30.0,27.0,54.0,,,,,,,,,
2026-05-13T13:37:18.953124+02:00,0.09804594972683442,0.26783274295585285,0.23690039166064528,1.6992872948805666,1.4219004556220092,2.3794351603058557,1.1818085029561467,-0.14141311220261465,-0.2719632175345901,0.15502471316624256,-1.107626782443226,0.4357431973493151,51.0,52.0,53.0,42.0,44.0,26.0,30.0,27.0,54.0,,,,,,,,,
